,Incident ID,Incident Date,State,City Or County,Victims Injured,Victims Killed,Total Victims,Suspects Injured,Suspects Killed,Suspects Arrested,Total Suspects,Suspect Category,Total Incients,Casualty Category
3437,603733,"July 14, 2016",California,Oakland,4,0,4,0,0,0,0,No suspects,3,Low
3438,603738,"July 14, 2016",Ohio,Akron,3,1,4,0,0,0,0,No suspects,3,Low
3439,602810,"July 13, 2016",Georgia,Warner Robins,5,0,5,0,0,0,0,No suspects,2,Medium
3440,602765,"July 13, 2016",Missouri,Saint Louis,2,2,4,0,0,1,1,Single suspect,2,Low
3441,600798,"July 11, 2016",Maryland,Baltimore,5,0,5,0,0,0,0,No suspects,4,Medium
3442,601119,"July 11, 2016",Michigan,Jackson,4,0,4,0,0,0,0,No suspects,4,Low
3443,600398,"July 11, 2016",Michigan,Saint Joseph,2,2,4,0,1,0,1,Single suspect,4,Low
3444,601512,"July 11, 2016",District of Columbia,Washington,4,0,4,0,0,0,0,No suspects,4,Low
3445,597366,"July 7, 2016",Louisiana,Baton Rouge,4,0,4,0,0,0,0,No suspects,3,Low
3446,597756,"July 7, 2016",Texas,Dallas,9,5,14,0,0,0,0,No suspects,3,Medium
3447,597176,"July 7, 2016",Tennessee,Bristol,3,1,4,1,0,1,2,Multiple suspects,3,Low
3448,595557,"July 5, 2016",California,Los Angeles,4,0,4,0,0,0,0,No suspects,1,Low
3449,595166,"July 4, 2016",New York,Brooklyn,7,0,7,0,0,1,1,Single suspect,6,Medium
3450,595069,"July 4, 2016",Texas,Houston,2,3,5,0,0,1,1,Single suspect,6,Medium
3451,595048,"July 4, 2016",Pennsylvania,Pittsburgh,4,0,4,0,0,1,1,Single suspect,6,Low
3452,595279,"July 4, 2016",Illinois,Chicago (Englewood),4,0,4,0,0,0,0,No suspects,6,Low
3453,596159,"July 4, 2016",Ohio,Cleveland,4,0,4,0,0,0,0,No suspects,6,Low
3454,595482,"July 4, 2016",Arizona,Phoenix,6,2,8,0,0,0,0,No suspects,6,Medium
3455,594051,"July 3, 2016",Louisiana,Monroe,3,2,5,0,0,1,1,Single suspect,2,Medium
3456,594480,"July 3, 2016",Tennessee,Chattanooga,4,0,4,0,0,0,0,No suspects,2,Low
3457,592724,"June 30, 2016",Illinois,Chicago,4,1,5,0,0,0,0,No suspects,1,Medium
3458,592207,"June 29, 2016",Nevada,Las Vegas,0,4,4,0,1,0,1,Single suspect,1,Low
3459,591975,"June 28, 2016",California,Los Angeles,3,1,4,0,0,0,0,No suspects,2,Low
3460,591294,"June 28, 2016",Illinois,Chicago,4,0,4,0,0,0,0,No suspects,2,Low
3461,589488,"June 27, 2016",Oregon,Woodburn,1,3,4,0,0,1,1,Single suspect,1,Low
3462,590233,"June 26, 2016",South Carolina,Bennettsville,4,0,4,0,0,0,0,No suspects,5,Low
3463,589159,"June 26, 2016",North Carolina,Charlotte,5,0,5,0,0,1,1,Single suspect,5,Medium
3464,588867,"June 26, 2016",Georgia,Atlanta,4,1,5,0,0,0,0,No suspects,5,Medium
3465,589165,"June 26, 2016",Texas,Houston,3,1,4,0,0,0,0,No suspects,5,Low
3466,588918,"June 26, 2016",Texas,Corpus Christi,4,0,4,0,0,1,1,Single suspect,5,Low
3467,587755,"June 25, 2016",Texas,Fort Worth,5,2,7,0,0,1,1,Single suspect,3,Medium
3468,589470,"June 25, 2016",Virginia,Norfolk,4,0,4,0,0,4,4,Multiple suspects,3,Low
3469,587983,"June 25, 2016",Illinois,Chicago,4,0,4,0,0,0,0,No suspects,3,Low
3470,589046,"June 24, 2016",Kansas,Kansas City,4,0,4,0,0,0,0,No suspects,3,Low
3471,587735,"June 24, 2016",Connecticut,Hartford,5,0,5,0,0,0,0,No suspects,3,Medium
3472,587769,"June 24, 2016",Maryland,District Heights,2,3,5,0,0,1,1,Single suspect,3,Medium
3473,586122,"June 22, 2016",Georgia,Stone Mountain,3,1,4,0,0,0,0,No suspects,3,Low
3474,585821,"June 22, 2016",Washington,Olympia,1,3,4,0,0,2,2,Multiple suspects,3,Low
3475,586058,"June 22, 2016",Illinois,Chicago,4,0,4,0,0,0,0,No suspects,3,Low
3476,586044,"June 21, 2016",New Jersey,Willingboro,4,0,4,0,0,0,0,No suspects,2,Low
3477,585615,"June 21, 2016",Kentucky,Louisville,2,2,4,0,0,1,1,Single suspect,2,Low
3478,583631,"June 19, 2016",Virginia,Roanoke,4,0,4,0,0,0,0,No suspects,1,Low
3479,583537,"June 18, 2016",Georgia,Waycross,2,2,4,0,0,0,0,No suspects,3,Low
3480,583584,"June 18, 2016",Virginia,Exmore,3,1,4,0,0,1,1,Single suspect,3,Low
3481,583362,"June 18, 2016",Illinois,Chicago,4,0,4,0,0,0,0,No suspects,3,Low
3482,580791,"June 14, 2016",California,Oakland,3,1,4,0,0,0,0,No suspects,2,Low
3483,580848,"June 14, 2016",Delaware,Wilmington,4,0,4,0,0,0,0,No suspects,2,Low
3484,579517,"June 13, 2016",California,Fresno,4,0,4,0,0,0,0,No suspects,3,Low
3485,579786,"June 13, 2016",New York,Brooklyn,5,0,5,0,0,1,1,Single suspect,3,Medium
3486,580279,"June 13, 2016",Illinois,Chicago,5,0,5,0,0,0,0,No suspects,3,Medium
3487,577157,"June 12, 2016",Florida,Orlando,53,49,102,0,1,0,1,Single suspect,1,High
3488,578238,"June 11, 2016",Minnesota,Webster,4,0,4,0,0,0,0,No suspects,5,Low
3489,576774,"June 11, 2016",North Carolina,Charlotte,3,1,4,0,0,0,0,No suspects,5,Low
3490,577938,"June 11, 2016",California,Stockton,3,1,4,0,0,0,0,No suspects,5,Low
3491,577574,"June 11, 2016",New Mexico,Roswell,0,5,5,0,0,1,1,Single suspect,5,Medium
3492,577073,"June 11, 2016",California,Panorama City,2,2,4,0,1,0,1,Single suspect,5,Low
3493,575607,"June 9, 2016",Florida,Fort Walton Beach,4,0,4,0,0,3,3,Multiple suspects,1,Low
3494,574850,"June 8, 2016",District of Columbia,Washington,4,0,4,0,0,2,2,Multiple suspects,2,Low
3495,574753,"June 8, 2016",Massachusetts,Boston,3,1,4,0,0,3,3,Multiple suspects,2,Low
3496,573327,"June 6, 2016",California,Visalia,4,0,4,0,0,0,0,No suspects,1,Low
3497,572766,"June 5, 2016",Arizona,Phoenix,3,2,5,1,0,0,1,Single suspect,4,Medium
3498,575061,"June 5, 2016",Minnesota,Minneapolis,4,0,4,0,0,0,0,No suspects,4,Low
3499,572696,"June 5, 2016",Florida,Cape Coral,3,2,5,0,1,0,1,Single suspect,4,Medium
3500,572513,"June 5, 2016",New York,Brooklyn,4,0,4,0,0,0,0,No suspects,4,Low
3501,571859,"June 4, 2016",Colorado,Denver,1,3,4,0,0,3,3,Multiple suspects,1,Low
3502,569225,"May 31, 2016",Illinois,Chicago,4,0,4,0,0,0,0,No suspects,2,Low
3503,569189,"May 31, 2016",Indiana,Fort Wayne,4,0,4,0,0,0,0,No suspects,2,Low
3504,568528,"May 30, 2016",Maryland,Baltimore,5,0,5,0,0,0,0,No suspects,2,Medium
3505,568745,"May 30, 2016",California,Sacramento,5,0,5,0,0,0,0,No suspects,2,Medium
3506,567788,"May 29, 2016",Nevada,Las Vegas,4,0,4,0,0,2,2,Multiple suspects,4,Low
3507,567673,"May 29, 2016",New Jersey,Trenton,6,0,6,0,0,0,0,No suspects,4,Medium
3508,567494,"May 29, 2016",Indiana,Indianapolis,4,0,4,0,0,0,0,No suspects,4,Low
3509,567614,"May 29, 2016",Texas,Houston,6,1,7,0,1,0,1,Single suspect,4,Medium
3510,564470,"May 23, 2016",New Jersey,Newark,5,0,5,0,0,0,0,No suspects,1,Medium
3511,563829,"May 22, 2016",Louisiana,New Orleans,4,0,4,0,0,0,0,No suspects,3,Low
3512,563514,"May 22, 2016",California,Stockton,3,1,4,0,0,0,0,No suspects,3,Low
3513,563751,"May 22, 2016",Tennessee,Nashville,4,0,4,0,0,0,0,No suspects,3,Low
3514,563630,"May 21, 2016",Georgia,Jackson,3,1,4,0,0,0,0,No suspects,1,Low
3515,561912,"May 18, 2016",Indiana,Indianapolis,4,0,4,0,0,0,0,No suspects,1,Low
3516,560782,"May 17, 2016",South Carolina,Ravenel,1,3,4,0,0,1,1,Single suspect,1,Low
3517,565244,"May 15, 2016",Georgia,Moultrie,0,5,5,0,0,1,1,Single suspect,2,Medium
3518,559194,"May 15, 2016",Indiana,Evansville,4,0,4,0,0,0,0,No suspects,2,Low
3519,559042,"May 14, 2016",Georgia,Atlanta,5,0,5,0,0,0,0,No suspects,2,Medium
3520,558796,"May 14, 2016",West Virginia,Charleston,3,1,4,0,0,3,3,Multiple suspects,2,Low
3521,557589,"May 11, 2016",Alabama,Birmingham,4,1,5,0,0,1,1,Single suspect,2,Medium
3522,557479,"May 11, 2016",Illinois,Chicago,5,0,5,0,0,0,0,No suspects,2,Medium
3523,555126,"May 8, 2016",Texas,Austin,3,1,4,0,0,1,1,Single suspect,1,Low
3524,555873,"May 6, 2016",Michigan,Detroit,4,1,5,0,0,0,0,No suspects,3,Medium
3525,555886,"May 6, 2016",Alabama,Montgomery,3,1,4,0,0,0,0,No suspects,3,Low
3526,554133,"May 6, 2016",Maryland,Bethesda,3,3,6,0,0,1,1,Single suspect,3,Medium
3527,553803,"May 5, 2016",Louisiana,Shreveport,6,2,8,0,0,0,0,No suspects,2,Medium
3528,554027,"May 5, 2016",Florida,Miami,3,1,4,0,0,0,0,No suspects,2,Low
3529,553570,"May 4, 2016",Minnesota,Minneapolis,7,1,8,0,0,0,0,No suspects,1,Medium
3530,551053,"May 1, 2016",Tennessee,Murfreesboro,5,0,5,0,0,0,0,No suspects,1,Medium
3531,550619,"April 29, 2016",California,Oakland,5,0,5,0,0,0,0,No suspects,2,Medium
3532,550445,"April 29, 2016",Missouri,Saint Louis (Ferguson),4,0,4,0,0,0,0,No suspects,2,Low
3533,549507,"April 27, 2016",Louisiana,Baton Rouge,2,2,4,0,0,0,0,No suspects,2,Low
3534,549071,"April 27, 2016",Mississippi,Kilmichael,1,3,4,0,0,1,1,Single suspect,2,Low
3535,548333,"April 26, 2016",Maryland,District Heights (Forestville),4,1,5,0,0,0,0,No suspects,1,Medium
3536,547639,"April 25, 2016",Tennessee,Nashville,4,0,4,0,0,1,1,Single suspect,2,Low
3537,547827,"April 25, 2016",Florida,Miami,5,0,5,0,0,0,0,No suspects,2,Medium
3538,546760,"April 24, 2016",Virginia,Halifax,4,0,4,1,0,1,2,Multiple suspects,3,Low
3539,547319,"April 24, 2016",Illinois,Chicago (Englewood),3,2,5,0,0,0,0,No suspects,3,Medium
3540,546818,"April 24, 2016",Colorado,Denver,4,0,4,0,0,1,1,Single suspect,3,Low
3541,546581,"April 23, 2016",Nevada,Las Vegas,3,1,4,0,0,1,1,Single suspect,4,Low
3542,546244,"April 23, 2016",Alabama,Auburn,1,3,4,0,0,1,1,Single suspect,4,Low
3543,546258,"April 23, 2016",New York,New York (Manhattan),4,0,4,0,0,0,0,No suspects,4,Low
3544,546550,"April 23, 2016",Kansas,Topeka,4,0,4,0,1,0,1,Single suspect,4,Low
3545,546022,"April 22, 2016",Georgia,Appling,0,5,5,0,1,0,1,Single suspect,2,Medium
3546,545525,"April 22, 2016",Ohio,Piketon,0,8,8,0,0,4,4,Multiple suspects,2,Medium
3547,545501,"April 21, 2016",Maryland,Baltimore,4,0,4,0,0,1,1,Single suspect,1,Low
3548,543441,"April 19, 2016",Alabama,Blountsville,4,0,4,0,1,0,1,Single suspect,3,Low
3549,544080,"April 19, 2016",Illinois,Chicago,3,1,4,0,0,0,0,No suspects,3,Low
3550,543132,"April 19, 2016",Illinois,Chicago,4,1,5,0,0,0,0,No suspects,3,Medium
3551,543244,"April 18, 2016",California,Long Beach,3,1,4,0,0,0,0,No suspects,1,Low
3552,541996,"April 17, 2016",Pennsylvania,Philadelphia,1,3,4,0,0,1,1,Single suspect,3,Low
3553,543102,"April 17, 2016",South Carolina,Pelzer,3,1,4,0,0,0,0,No suspects,3,Low
3554,543108,"April 17, 2016",Texas,Edinburg,6,1,7,0,0,1,1,Single suspect,3,Medium
3555,542259,"April 16, 2016",Michigan,Detroit,4,1,5,0,0,1,1,Single suspect,3,Medium
3556,541987,"April 16, 2016",Florida,Orlando,4,2,6,0,0,2,2,Multiple suspects,3,Medium
3557,542362,"April 16, 2016",Alabama,Enterprise,4,0,4,0,0,0,0,No suspects,3,Low
3558,537825,"April 10, 2016",Wisconsin,Milwaukee,3,1,4,0,0,0,0,No suspects,2,Low
3559,537820,"April 10, 2016",California,Los Angeles,4,0,4,0,0,0,0,No suspects,2,Low
3560,537311,"April 9, 2016",Tennessee,Memphis,4,0,4,0,0,0,0,No suspects,3,Low
3561,539705,"April 9, 2016",Alabama,Anniston,4,0,4,0,0,0,0,No suspects,3,Low
3562,537085,"April 9, 2016",New Mexico,Albuquerque,4,0,4,0,0,1,1,Single suspect,3,Low
3563,535927,"April 7, 2016",Illinois,Chicago,4,0,4,0,0,0,0,No suspects,1,Low
3564,532604,"March 31, 2016",Illinois,Chicago (Englewood),4,0,4,0,0,0,0,No suspects,1,Low
3565,530049,"March 27, 2016",Louisiana,Shreveport,4,0,4,0,0,0,0,No suspects,1,Low
3566,528614,"March 25, 2016",Illinois,Chicago,4,0,4,0,0,0,0,No suspects,2,Low
3567,529488,"March 25, 2016",Colorado,Denver,4,0,4,0,0,0,0,No suspects,2,Low
3568,526380,"March 21, 2016",Illinois,Chicago,4,0,4,0,0,0,0,No suspects,1,Low
3569,525464,"March 19, 2016",Florida,Plantation,4,1,5,0,0,0,0,No suspects,2,Medium
3570,525301,"March 19, 2016",Alabama,Wetumpka,2,2,4,0,0,1,1,Single suspect,2,Low
3571,523044,"March 15, 2016",Georgia,Atlanta,5,0,5,0,0,0,0,No suspects,1,Medium
3572,522122,"March 13, 2016",Florida,Fort Myers,4,0,4,0,0,0,0,No suspects,1,Low
3573,521821,"March 12, 2016",Oregon,Portland,4,0,4,0,0,1,1,Single suspect,2,Low
3574,521074,"March 12, 2016",California,Oakland,4,0,4,0,0,0,0,No suspects,2,Low
3575,520767,"March 11, 2016",Michigan,Detroit,2,2,4,0,0,0,0,No suspects,2,Low
3576,520290,"March 11, 2016",New Jersey,Trenton,5,0,5,0,0,0,0,No suspects,2,Medium
3577,519541,"March 9, 2016",Pennsylvania,Pittsburgh (Wilkinsburg),2,6,8,0,0,0,0,No suspects,1,Medium
3578,518266,"March 8, 2016",Texas,San Antonio,3,2,5,0,0,0,0,No suspects,1,Medium
3579,517895,"March 7, 2016",Louisiana,Lafayette,4,0,4,0,0,0,0,No suspects,2,Low
3580,518436,"March 7, 2016",Kansas,Kansas City,0,5,5,0,0,1,1,Single suspect,2,Medium
3581,517058,"March 6, 2016",Massachusetts,Chelsea,6,1,7,0,0,1,1,Single suspect,3,Medium
3582,517114,"March 6, 2016",Georgia,Roswell,4,0,4,0,0,1,1,Single suspect,3,Low
3583,517073,"March 6, 2016",California,Compton,8,1,9,0,0,0,0,No suspects,3,Medium
3584,516758,"March 5, 2016",Kansas,Wichita,4,0,4,0,0,0,0,No suspects,1,Low
3585,516341,"March 4, 2016",Ohio,Columbus,3,1,4,0,0,1,1,Single suspect,1,Low
3586,513640,"February 28, 2016",California,Mira Loma,3,1,4,0,0,1,1,Single suspect,2,Low
3587,513549,"February 28, 2016",Michigan,Detroit,5,0,5,0,0,0,0,No suspects,2,Medium
3588,512880,"February 27, 2016",Virginia,Woodbridge (Lake Ridge),2,2,4,0,0,1,1,Single suspect,1,Low
3589,512073,"February 26, 2016",Washington,Belfair,0,4,4,0,1,0,1,Single suspect,1,Low
3590,511436,"February 25, 2016",Kansas,Hesston,14,3,17,0,1,0,1,Single suspect,1,Medium
3591,509897,"February 23, 2016",Arizona,Glendale,0,4,4,0,1,0,1,Single suspect,2,Low
3592,510769,"February 23, 2016",Florida,Daytona Beach,4,0,4,0,0,2,2,Multiple suspects,2,Low
3593,509707,"February 21, 2016",Texas,Houston,5,0,5,0,0,0,0,No suspects,2,Medium
3594,508879,"February 21, 2016",Missouri,Hazelwood,3,1,4,0,0,3,3,Multiple suspects,2,Low
3595,508341,"February 20, 2016",Florida,Tampa,3,1,4,0,0,0,0,No suspects,5,Low
3596,508640,"February 20, 2016",Michigan,Kalamazoo,2,6,8,0,0,1,1,Single suspect,5,Medium
3597,508356,"February 20, 2016",Alabama,Bessemer,3,1,4,0,0,0,0,No suspects,5,Low
3598,508510,"February 20, 2016",Florida,Orlando,4,0,4,0,0,1,1,Single suspect,5,Low
3599,508113,"February 20, 2016",Mississippi,Iuka,3,1,4,0,1,0,1,Single suspect,5,Low
3600,590221,"February 19, 2016",Missouri,Edgerton,0,4,4,0,0,1,1,Single suspect,2,Low
3601,507998,"February 19, 2016",California,Vallejo,3,1,4,0,0,0,0,No suspects,2,Low
3602,504879,"February 14, 2016",Texas,Houston,3,0,3,0,1,0,1,Single suspect,2,Low
3603,505420,"February 14, 2016",Alabama,Eutaw,5,0,5,0,0,2,2,Multiple suspects,2,Medium
3604,504996,"February 13, 2016",Louisiana,Marrero,4,0,4,0,0,1,1,Single suspect,1,Low
3605,501256,"February 7, 2016",Mississippi,Pass Christian,4,2,6,0,0,5,5,Multiple suspects,4,Medium
3606,501233,"February 7, 2016",Florida,Orlando,10,2,12,0,0,4,4,Multiple suspects,4,Medium
3607,501168,"February 7, 2016",New York,Rochester,7,1,8,0,0,4,4,Multiple suspects,4,Medium
3608,501349,"February 7, 2016",Illinois,Chicago (Englewood),4,0,4,0,0,0,0,No suspects,4,Low
3609,501267,"February 6, 2016",California,Los Angeles,3,1,4,0,0,0,0,No suspects,3,Low
3610,500629,"February 6, 2016",Florida,Apopka,4,0,4,0,0,0,0,No suspects,3,Low
3611,500556,"February 6, 2016",Florida,Tampa,6,2,8,0,0,0,0,No suspects,3,Medium
3612,499422,"February 3, 2016",District of Columbia,Washington,4,0,4,0,0,0,0,No suspects,1,Low
3613,495940,"January 30, 2016",Arizona,Glendale,5,3,8,0,0,0,0,No suspects,1,Medium
3614,494378,"January 27, 2016",Virginia,Chesapeake,0,5,5,0,1,0,1,Single suspect,1,Medium
3615,493536,"January 26, 2016",Washington,Seattle,3,2,5,0,0,1,1,Single suspect,1,Medium
3616,493085,"January 25, 2016",California,Perris,4,1,5,0,0,1,1,Single suspect,1,Medium
3617,491312,"January 23, 2016",California,Los Angeles,2,2,4,0,0,0,0,No suspects,1,Low
3618,486728,"January 17, 2016",Virginia,Gloucester,3,1,4,0,0,1,1,Single suspect,1,Low
3619,483750,"January 11, 2016",Delaware,Wilmington,4,1,5,0,0,0,0,No suspects,1,Medium
3620,481849,"January 8, 2016",District of Columbia,Washington,4,0,4,0,0,0,0,No suspects,2,Low
3621,481900,"January 8, 2016",Illinois,Chicago,4,1,5,0,0,0,0,No suspects,2,Medium
3622,481429,"January 7, 2016",Tennessee,Memphis,3,1,4,0,0,1,1,Single suspect,1,Low
3623,479613,"January 6, 2016",Florida,Lakeland,1,3,4,0,0,4,4,Multiple suspects,1,Low
3624,476321,"December 31, 2015",Louisiana,New Orleans,5,0,5,1,0,1,2,Multiple suspects,1,Medium
3625,473882,"December 27, 2015",Tennessee,Jackson,4,0,4,0,0,0,0,No suspects,1,Low
3626,472268,"December 26, 2015",Pennsylvania,Philadelphia,4,0,4,0,0,2,2,Multiple suspects,1,Low
3627,471867,"December 25, 2015",Florida,Jacksonville,4,0,4,0,0,0,0,No suspects,2,Low
3628,471860,"December 25, 2015",Alabama,Mobile,4,0,4,0,0,0,0,No suspects,2,Low
3629,469468,"December 21, 2015",California,San Leandro,4,0,4,0,0,2,2,Multiple suspects,1,Low
3630,468968,"December 20, 2015",North Carolina,Wilmington,4,1,5,0,0,0,0,No suspects,2,Medium
3631,469614,"December 20, 2015",Florida,North Miami Beach,4,0,4,0,0,0,0,No suspects,2,Low
3632,468787,"December 19, 2015",Florida,Miami,4,1,5,0,0,0,0,No suspects,1,Medium
3633,464665,"December 13, 2015",California,Los Angeles,3,1,4,0,0,0,0,No suspects,2,Low
3634,464945,"December 13, 2015",California,Huntington Beach,4,0,4,0,0,0,0,No suspects,2,Low
3635,465117,"December 12, 2015",Illinois,Lovejoy (Brooklyn),3,1,4,0,0,1,1,Single suspect,2,Low
3636,464002,"December 12, 2015",Georgia,Savannah,4,0,4,0,0,1,1,Single suspect,2,Low
3637,463642,"December 11, 2015",Maryland,Baltimore,3,1,4,0,0,0,0,No suspects,2,Low
3638,463734,"December 11, 2015",Pennsylvania,Pittsburgh,4,0,4,0,0,0,0,No suspects,2,Low
3639,461476,"December 8, 2015",Ohio,Cincinnati,3,1,4,0,0,1,1,Single suspect,1,Low
3640,460049,"December 6, 2015",Louisiana,Raceland,3,1,4,0,0,2,2,Multiple suspects,2,Low
3641,460386,"December 6, 2015",Nebraska,Omaha,3,2,5,0,0,1,1,Single suspect,2,Medium
3642,456893,"December 2, 2015",California,San Bernardino,19,14,33,0,2,0,2,Multiple suspects,2,High
3643,457037,"December 2, 2015",Georgia,Savannah,3,1,4,0,0,0,0,No suspects,2,Low
3644,455394,"November 29, 2015",Illinois,Kankakee,5,0,5,0,0,0,0,No suspects,1,Medium
3645,454059,"November 27, 2015",Colorado,Colorado Springs,9,3,12,0,0,1,1,Single suspect,2,Medium
3646,455684,"November 27, 2015",California,Sacramento,2,2,4,0,0,0,0,No suspects,2,Low
3647,454788,"November 24, 2015",South Carolina,Conway,4,0,4,0,0,0,0,No suspects,1,Low
3648,452120,"November 23, 2015",Minnesota,Minneapolis,5,0,5,0,0,4,4,Multiple suspects,2,Medium
3649,452007,"November 23, 2015",Ohio,Columbus,1,3,4,0,1,0,1,Single suspect,2,Low
3650,453317,"November 22, 2015",Texas,Brownsville,3,0,3,1,0,0,1,Single suspect,6,Low
3651,451305,"November 22, 2015",New York,Newburgh,5,0,5,0,0,0,0,No suspects,6,Medium
3652,452362,"November 22, 2015",South Carolina,North Charleston,3,1,4,0,0,1,1,Single suspect,6,Low
3653,451349,"November 22, 2015",Illinois,Chicago,4,0,4,0,0,0,0,No suspects,6,Low
3654,451495,"November 22, 2015",Louisiana,New Orleans,17,0,17,0,0,9,9,Multiple suspects,6,Medium
3655,451338,"November 22, 2015",Washington,Seattle,4,0,4,0,0,2,2,Multiple suspects,6,Low
3656,451057,"November 21, 2015",Maryland,Baltimore,3,1,4,0,0,0,0,No suspects,1,Low
3657,450505,"November 20, 2015",Pennsylvania,Pittsburgh,3,1,4,0,0,0,0,No suspects,1,Low
3658,449814,"November 18, 2015",California,Fresno,5,0,5,0,0,0,0,No suspects,1,Medium
3659,448653,"November 16, 2015",Alabama,Cedar Bluff,1,3,4,0,0,1,1,Single suspect,1,Low
3660,448419,"November 15, 2015",Texas,Tennessee Colony,0,5,5,0,0,1,1,Single suspect,2,Medium
3661,448286,"November 15, 2015",Pennsylvania,Philadelphia,4,0,4,0,0,0,0,No suspects,2,Low
3662,447462,"November 14, 2015",Pennsylvania,Johnstown,4,0,4,0,0,0,0,No suspects,1,Low
3663,446996,"November 13, 2015",Florida,Jacksonville,1,3,4,0,1,0,1,Single suspect,1,Low
3664,444458,"November 9, 2015",Indiana,Indianapolis,2,2,4,0,0,3,3,Multiple suspects,1,Low
3665,443821,"November 8, 2015",Iowa,Des Moines,3,1,4,0,0,1,1,Single suspect,2,Low
3666,444168,"November 8, 2015",Michigan,Warren,4,0,4,0,0,0,0,No suspects,2,Low
3667,443652,"November 7, 2015",Colorado,Denver,3,1,4,0,0,1,1,Single suspect,1,Low
3668,444406,"November 6, 2015",California,Bakersfield,4,0,4,0,0,0,0,No suspects,1,Low
3669,441681,"November 3, 2015",Florida,Jacksonville,3,2,5,0,0,0,0,No suspects,1,Medium
3670,440743,"November 2, 2015",South Carolina,Pendleton,0,4,4,0,0,0,0,No suspects,1,Low
3671,438651,"October 28, 2015",Louisiana,Houma,3,1,4,0,0,2,2,Multiple suspects,1,Low
3672,437836,"October 27, 2015",Texas,Fort Worth,5,0,5,0,0,0,0,No suspects,1,Medium
3673,437323,"October 26, 2015",Indiana,Evansville,2,0,2,3,0,4,7,Multiple suspects,1,Low
3674,436234,"October 25, 2015",Arizona,Phoenix,4,1,5,0,0,0,0,No suspects,3,Medium
3675,436240,"October 25, 2015",District of Columbia,Washington,5,0,5,0,0,0,0,No suspects,3,Medium
3676,436202,"October 25, 2015",North Carolina,Four Oaks,5,0,5,0,0,0,0,No suspects,3,Medium
3677,436219,"October 24, 2015",South Carolina,Bamberg,4,0,4,0,0,0,0,No suspects,1,Low
3678,435144,"October 22, 2015",Tennessee,Nashville,3,1,4,0,0,2,2,Multiple suspects,1,Low
3679,433146,"October 19, 2015",Illinois,Calumet City,6,0,6,0,0,0,0,No suspects,1,Medium
3680,432711,"October 18, 2015",Louisiana,New Orleans,4,0,4,0,0,0,0,No suspects,1,Low
3681,432466,"October 17, 2015",Florida,Fort Myers,4,1,5,0,0,1,1,Single suspect,2,Medium
3682,432072,"October 17, 2015",Indiana,Elkhart,4,0,4,0,0,0,0,No suspects,2,Low
3683,429410,"October 12, 2015",Georgia,Decatur,4,0,4,0,0,0,0,No suspects,1,Low
3684,428215,"October 10, 2015",Tennessee,Memphis,6,0,6,0,0,0,0,No suspects,3,Medium
3685,428247,"October 10, 2015",North Carolina,Charlotte,4,0,4,0,0,0,0,No suspects,3,Low
3686,429614,"October 10, 2015",Illinois,Peoria,3,1,4,0,0,6,6,Multiple suspects,3,Low
3687,427621,"October 9, 2015",Arizona,Flagstaff,3,1,4,0,0,1,1,Single suspect,1,Low
3688,426256,"October 6, 2015",Maryland,Baltimore,5,0,5,0,0,0,0,No suspects,1,Medium
3689,424224,"October 2, 2015",Maryland,Baltimore,4,1,5,0,0,0,0,No suspects,1,Medium
3690,423223,"October 1, 2015",Oregon,Roseburg,9,9,18,0,1,0,1,Single suspect,1,Medium
3691,422064,"September 28, 2015",Illinois,Chicago,2,3,5,0,0,3,3,Multiple suspects,4,Medium
3692,422035,"September 28, 2015",Illinois,Chicago,3,2,5,0,0,0,0,No suspects,4,Medium
3693,422020,"September 28, 2015",Ohio,Dayton,4,0,4,0,0,0,0,No suspects,4,Low
3694,421650,"September 28, 2015",Ohio,Cincinnati,5,0,5,0,0,1,1,Single suspect,4,Medium
3695,421014,"September 27, 2015",Georgia,Greenville,10,0,10,0,0,2,2,Multiple suspects,3,Medium
3696,421358,"September 27, 2015",Illinois,Chicago,4,0,4,0,0,0,0,No suspects,3,Low
3697,420855,"September 27, 2015",Missouri,Kansas City,4,0,4,0,0,0,0,No suspects,3,Low
3698,426559,"September 25, 2015",Illinois,Danville,4,0,4,0,0,0,0,No suspects,1,Low
3699,419718,"September 24, 2015",Illinois,Chicago,5,0,5,0,0,0,0,No suspects,1,Medium
3700,418964,"September 23, 2015",Florida,Fort Myers,4,0,4,0,0,0,0,No suspects,3,Low
3701,419250,"September 23, 2015",Louisiana,Shreveport,5,0,5,0,0,0,0,No suspects,3,Medium
3702,419826,"September 23, 2015",Georgia,Norcross,3,1,4,0,0,1,1,Single suspect,3,Low
3703,417013,"September 20, 2015",Oklahoma,Tulsa,6,0,6,0,0,0,0,No suspects,3,Medium
3704,417284,"September 20, 2015",Pennsylvania,Philadelphia,3,1,4,0,0,0,0,No suspects,3,Low
3705,416872,"September 20, 2015",Illinois,Chicago,5,1,6,0,0,0,0,No suspects,3,Medium
3706,416812,"September 19, 2015",Indiana,Indianapolis,3,1,4,0,0,0,0,No suspects,1,Low
3707,418318,"September 17, 2015",South Dakota,Geddes,0,5,5,0,1,0,1,Single suspect,2,Medium
3708,415687,"September 17, 2015",Michigan,Albion,4,0,4,0,0,0,0,No suspects,2,Low
3709,414580,"September 15, 2015",New Jersey,Newark,4,0,4,0,0,0,0,No suspects,1,Low
